FIRM,ASSETS TENDERS,FUEL TENDERS,EVENT TENDERS,TENANCY TENDERS,FOOD TENDERS,CONSTRUCTION TENDERS,ADVERTISEMENT TENDERS,SERVICES TENDERS,CONSUMABLES EDUCATION TENDERS,CONSUMABLES GENERAL TENDERS,CONSUMABLES HEALTH TENDERS,TRANSPORTATION TENDERS
COM_33152,4,0,2,0,0,57,0,66,0,0,0,0
COM_29364,1,0,1,0,0,2,1,8,60,8,0,0
COM_31757,0,0,0,0,0,1,0,3,45,0,0,0
COM_29614,2,0,0,1,0,10,0,15,0,1,0,1
COM_30040,2,0,0,4,0,0,0,22,0,0,0,1
COM_28309,9,1,0,0,0,0,0,11,0,6,0,0
COM_31814,68,0,1,0,0,1,0,8,3,28,0,0
COM_30333,3,0,0,0,0,4,0,16,0,0,0,0
COM_26607,5,0,1,0,0,3,0,15,0,0,0,0
COM_48181,6,0,5,2,6,0,5,64,3,4,0,0
COM_30635,15,0,0,0,0,15,0,32,0,14,0,0
COM_29050,6,4,0,0,0,0,0,0,0,0,0,0
COM_32968,3,0,0,1,0,2,2,18,0,0,0,0
COM_33614,4,0,2,0,0,17,0,23,0,0,0,0
COM_33671,3,0,0,1,0,18,0,26,0,0,0,0
COM_33766,6,0,2,0,0,54,0,45,0,2,0,0
COM_48245,2,0,4,0,3,3,0,25,0,0,0,0
COM_29063,0,4,0,0,0,0,0,0,0,1,0,0
COM_36864,16,3,0,0,0,0,0,3,0,2,0,0
COM_30996,0,0,0,0,19,0,0,5,0,2,0,0
COM_30003,0,0,0,0,0,0,0,5,0,19,0,0
COM_32151,21,0,4,2,4,13,0,30,0,1,0,0
COM_32383,15,0,6,1,15,1,44,48,7,60,1,0
COM_34246,20,0,1,1,21,2,0,23,5,11,0,0
COM_29002,18,0,0,0,0,1,0,32,1,8,0,0
COM_26207,0,0,0,1,11,0,1,7,1,19,0,0
COM_31763,9,0,2,0,68,0,2,10,2,57,0,0
COM_26444,0,0,0,0,0,0,0,0,0,10,0,0
COM_33132,3,0,0,0,0,5,0,20,0,0,0,0
COM_10337,0,0,0,0,0,0,0,5,0,0,0,0
COM_13280,0,0,0,0,0,0,0,7,0,0,0,0
COM_14890,0,0,0,0,0,0,0,7,0,0,0,0
COM_17259,0,0,0,0,0,0,0,6,0,0,0,0
COM_18224,0,0,0,0,0,0,0,6,0,0,0,0
COM_3800,0,0,0,0,0,0,0,6,0,0,0,0
COM_39307,0,0,0,0,0,0,0,6,0,0,0,0
COM_25946,22,0,1,0,46,0,0,12,4,21,1,0
COM_28021,19,0,1,0,29,0,0,36,6,12,0,0
COM_31549,0,0,0,0,9,0,0,1,0,0,0,0
COM_32176,12,0,0,0,91,1,0,16,2,25,1,0
COM_33281,64,0,5,0,42,1,0,21,8,27,1,0
COM_25203,6,0,0,0,0,0,0,8,0,0,0,0
COM_28127,24,0,0,0,0,0,0,11,0,0,0,0
COM_25427,0,0,0,0,0,1,0,5,0,1,0,0
COM_25871,0,0,0,0,14,0,0,1,0,0,0,0
COM_33445,18,0,3,0,49,0,0,22,14,47,0,0
COM_29497,8,2,0,0,0,0,0,0,0,0,0,0
COM_30017,0,0,7,0,0,16,0,35,0,3,0,0
COM_30520,3,1,15,2,0,125,0,135,0,0,0,0
COM_32002,0,0,0,0,0,27,0,40,0,0,0,0
COM_31994,6,0,0,0,9,1,0,11,1,5,0,0
COM_29556,0,0,0,0,0,0,0,31,0,0,0,0
COM_25230,5,18,1,0,0,0,0,0,0,3,0,0
COM_31834,1,0,13,1,0,0,0,21,0,0,0,0
COM_26880,1,0,0,0,0,11,0,7,0,0,0,0
COM_29144,74,0,1,0,0,0,0,4,0,19,22,0
COM_28691,9,0,1,0,27,0,0,11,2,12,0,0
COM_29541,3,0,0,0,12,0,0,9,0,7,0,0
COM_27146,11,0,0,0,0,7,0,63,0,0,0,1
COM_30419,7,0,0,1,0,0,0,22,0,0,0,0
COM_26205,0,0,0,0,0,14,0,18,0,0,0,0
COM_29116,0,0,3,0,2,0,0,23,0,0,0,0
COM_27244,27,0,16,0,35,0,4,53,8,51,0,0
COM_36934,53,0,2,0,31,0,0,23,8,29,0,0
COM_30381,0,0,0,0,0,16,0,24,0,0,0,0
COM_29990,115,0,7,0,1,2,0,28,4,36,0,0
COM_1968,0,0,0,0,0,0,0,5,0,0,0,0
COM_24682,0,0,0,0,0,0,0,5,0,0,0,0
COM_864,0,0,0,0,0,0,0,5,0,0,0,0
COM_36654,3,0,0,1,0,0,0,22,0,0,0,0
COM_29703,2,6,3,0,0,0,0,0,0,0,0,0
COM_31845,0,0,0,1,0,1,0,29,0,0,0,0
COM_41536,21,0,0,4,0,0,0,62,0,0,0,0
COM_34668,0,0,1,0,0,0,0,13,0,51,8,0
COM_33555,1,0,0,0,0,5,0,14,0,1,0,0
COM_37048,25,0,0,0,0,0,0,5,0,2,0,0
COM_27786,0,1,2,0,0,0,18,10,1,34,0,0
COM_27813,0,0,0,0,0,1,0,14,0,0,0,0
COM_28643,0,0,0,0,0,18,0,15,0,0,0,0
COM_36616,0,2,0,0,0,0,0,0,0,4,0,0
COM_28959,10,0,3,0,0,0,0,10,0,0,0,0
COM_25870,8,0,0,0,14,0,0,1,0,3,0,0
COM_29162,42,0,3,0,6,0,0,63,11,71,3,0
COM_23526,0,0,0,0,0,0,0,6,0,0,0,0
COM_3047,0,0,0,0,0,0,0,6,0,0,0,0
COM_3048,0,0,0,0,0,0,0,6,0,0,0,0
COM_3880,0,0,0,0,0,0,0,6,0,0,0,0
COM_4032,0,0,0,0,0,0,0,6,0,0,0,0
COM_423,0,0,0,0,0,0,0,5,0,0,0,0
COM_7554,0,0,0,0,0,0,0,6,0,0,0,0
COM_26935,28,0,5,0,49,2,0,30,6,19,0,0
COM_29661,7,0,0,0,0,0,0,16,0,0,0,0
COM_27675,0,4,0,0,0,0,0,0,0,29,0,0
COM_34266,28,0,0,0,0,0,0,14,0,1,0,0
COM_26261,0,0,0,0,50,0,0,4,0,8,0,0
COM_28328,0,0,0,0,0,14,0,17,0,0,0,0
COM_25522,2,0,0,0,0,0,0,0,0,2,16,0
COM_32429,2,0,0,0,0,3,0,0,0,0,0,0
COM_25657,29,1,0,0,0,0,0,27,0,0,0,0
COM_25748,6,0,0,0,0,0,0,3,0,0,0,0
COM_28425,3,0,0,0,0,0,0,13,0,0,0,0
COM_30013,7,0,0,0,0,7,0,21,0,13,0,0
COM_32601,3,0,0,0,0,0,0,2,0,0,0,0
COM_36853,0,0,1,0,0,0,0,24,0,0,0,0
COM_25405,0,0,1,0,0,0,0,7,28,0,0,0
COM_34476,6,3,0,0,0,0,0,11,0,8,1,0
COM_33602,0,0,2,0,0,41,0,41,0,0,0,0
COM_29140,0,0,0,0,0,0,0,5,0,0,0,0
COM_29880,32,0,0,0,20,0,0,2,1,2,3,0
COM_43660,3,0,1,0,0,21,0,36,0,0,0,0
COM_28686,0,0,0,0,3,1,0,11,0,0,0,0
COM_30752,11,0,0,0,0,5,0,19,0,0,0,0
COM_29841,0,0,2,1,0,0,0,10,0,0,0,0
COM_32815,0,0,18,0,4,0,1,46,0,0,0,0
COM_37057,3,2,0,0,0,0,0,2,0,0,0,0
COM_26384,0,0,0,0,0,0,0,33,0,8,0,0
COM_31173,9,0,0,0,0,0,0,4,0,0,0,0
COM_26113,2,2,0,0,3,51,0,53,0,1,0,0
COM_28055,3,0,0,0,0,0,0,0,0,7,0,0
COM_28438,23,0,0,0,0,0,0,9,1,9,0,0
COM_37012,0,1,0,0,24,0,0,4,0,11,0,0
COM_15324,0,0,0,0,0,0,0,7,0,0,0,0
COM_27417,3,4,0,0,0,0,0,2,0,0,0,0
COM_25823,73,0,2,1,5,0,0,11,3,46,0,0
COM_32069,0,0,0,0,0,0,3,2,21,0,0,0
COM_27929,1,0,4,0,1,0,1,78,4,1,0,0
COM_30226,3,0,0,0,0,0,0,2,0,3,0,0
COM_31456,0,0,0,0,0,0,0,34,0,0,0,0
COM_32230,0,0,0,0,2,2,0,23,1,0,0,0
COM_32763,6,0,1,0,0,1,4,35,1,2,0,0
COM_32812,2,0,4,0,0,0,0,12,0,0,0,0
COM_33086,10,0,9,1,4,0,3,39,0,10,0,0
COM_34106,4,0,2,1,8,0,3,19,0,2,0,0
COM_48132,3,0,1,1,0,0,1,17,0,0,0,0
COM_30625,1,0,0,2,0,89,0,89,0,0,0,0
COM_33237,1,0,0,0,0,19,0,11,0,0,0,0
COM_30367,2,0,1,0,0,25,0,40,0,0,0,0
COM_29041,201,0,0,0,0,0,0,12,30,26,3,0
COM_33089,136,0,5,0,3,6,1,26,6,79,0,0
COM_28839,0,0,0,0,0,0,0,3,0,11,0,0
COM_39405,0,0,0,0,17,0,0,18,4,8,1,0
COM_29586,1,0,0,0,0,0,0,14,0,0,0,0
COM_36877,4,1,0,0,0,0,0,7,0,0,0,0
COM_26747,0,0,0,0,0,2,0,8,0,2,0,0
COM_27857,3,0,0,0,0,0,0,0,0,3,4,0
COM_43934,2,0,0,1,0,6,0,15,0,1,0,0
COM_26568,0,0,0,0,0,12,0,28,0,0,0,0
COM_28825,6,0,2,0,0,5,1,45,0,11,0,0
COM_16353,0,0,0,0,0,0,0,5,0,0,0,0
COM_25435,7,0,3,0,2,0,23,27,0,15,1,0
COM_37182,0,0,0,0,2,0,6,26,0,12,0,0
COM_29115,69,0,1,0,8,0,0,34,5,51,0,0
COM_27149,4,9,0,0,0,0,0,0,0,0,0,0
COM_29808,4,0,0,0,3,0,7,29,1,5,0,0
COM_30948,12,0,0,0,0,0,0,11,0,0,0,0
COM_29151,2,5,0,0,0,0,0,0,0,0,0,0
COM_27815,0,0,0,0,1,0,10,9,0,1,0,0
COM_29448,9,0,0,0,0,0,0,4,0,1,0,0
COM_27350,2,0,0,0,0,80,0,46,0,0,0,0
COM_29545,1,0,0,0,0,70,0,35,0,0,0,0
COM_30515,0,2,0,0,0,48,0,22,0,1,0,0
COM_32381,4,2,0,0,0,152,0,97,0,0,0,0
COM_33581,2,0,0,0,0,54,0,20,0,0,0,0
COM_33811,3,1,0,0,0,115,0,78,0,0,0,0
COM_41553,3,0,1,0,0,0,2,7,1,13,0,0
COM_33426,0,0,0,0,0,32,0,27,0,0,0,0
COM_27622,2,7,0,0,0,0,0,0,0,1,0,0
COM_33835,6,0,0,0,0,0,0,5,0,0,0,1
COM_27527,11,0,0,0,0,0,0,0,0,1,0,0
COM_32526,4,0,0,0,0,6,0,39,0,0,0,0
COM_28203,1,0,0,0,0,0,16,22,0,8,0,0
COM_36526,5,1,0,0,0,0,0,5,0,0,0,0
COM_31018,3,0,5,0,0,5,0,21,0,0,0,0
COM_4831,0,0,0,0,0,0,0,6,0,0,0,0
COM_29764,0,0,1,0,0,0,0,10,0,0,0,0
COM_30343,16,0,0,0,0,0,0,4,6,5,0,0
COM_31232,9,0,7,0,3,0,0,21,0,10,0,0
COM_28265,0,0,0,0,0,19,0,10,0,0,0,0
COM_30613,20,2,0,0,0,0,0,12,0,2,0,0
COM_28178,0,0,0,0,0,0,0,77,0,2,0,1
COM_32969,16,0,0,0,1,0,1,30,2,15,0,0
COM_28005,4,0,0,0,0,0,0,8,0,0,0,0
COM_28336,5,0,2,0,0,2,0,2,0,0,0,0
COM_26401,0,7,0,0,0,0,0,0,0,0,0,0
COM_29643,0,0,0,0,0,2,0,18,0,0,0,0
COM_30943,7,0,0,0,25,0,0,2,2,10,0,0
COM_32547,8,0,1,1,10,2,2,9,0,10,0,0
COM_30966,9,0,0,0,19,2,0,18,0,7,0,0
COM_26208,4,12,0,0,0,0,0,4,0,0,0,0
COM_26103,0,0,1,0,0,0,50,63,1,4,0,0
COM_29691,2,0,0,0,0,10,0,5,0,0,0,0
COM_11324,0,0,0,0,0,0,0,5,0,0,0,0
COM_411,0,0,0,0,0,0,0,5,0,0,0,0
COM_5092,0,0,0,0,0,0,0,5,0,0,0,0
COM_30672,6,0,0,0,0,0,0,9,0,0,0,0
COM_26136,3,0,0,0,0,0,0,28,0,0,0,0
COM_28911,4,0,0,1,0,0,0,14,0,0,0,0
COM_25633,0,0,3,0,0,0,0,6,0,9,0,0
COM_36556,0,0,0,0,0,0,0,7,0,0,0,0
COM_26351,14,0,3,0,1,0,0,14,1,11,1,0
COM_27092,4,0,3,0,0,1,6,22,2,19,0,0
COM_31125,0,0,1,0,0,0,9,17,0,3,0,0
COM_25719,0,0,0,0,0,56,0,31,0,1,0,0
COM_34000,1,0,0,0,0,7,0,15,0,0,0,0
COM_36660,2,0,0,1,0,4,0,14,0,0,0,0
COM_25242,0,0,0,0,0,0,0,10,0,0,0,0
COM_28841,2,0,1,0,0,10,0,7,0,0,0,0
COM_26891,6,5,0,0,0,0,0,0,0,0,0,0
COM_31192,1,0,0,0,0,0,0,0,0,0,14,0
COM_28049,0,0,0,0,0,0,17,18,0,1,0,0
COM_30021,0,0,0,0,0,0,3,6,2,4,0,0
COM_32202,0,0,26,0,0,0,3,130,0,0,0,0
COM_29715,2,0,1,0,0,36,0,44,0,0,0,0
COM_32989,2,1,0,0,0,93,0,35,0,2,0,0
COM_27007,4,4,0,0,0,0,0,3,0,2,0,0
COM_37140,0,0,3,0,9,0,1,20,1,1,0,0
COM_41487,0,0,0,0,0,3,0,15,0,0,0,0
COM_34063,2,0,13,0,0,25,0,56,0,0,0,0
COM_37034,0,0,0,1,0,27,0,16,0,0,0,0
COM_29881,7,1,0,0,0,0,0,12,0,1,0,0
COM_25621,0,0,0,0,0,0,0,0,0,16,0,0
COM_28544,5,3,0,0,0,0,0,3,0,3,0,0
COM_25605,1,10,0,0,0,0,0,0,0,0,0,0
COM_32618,0,0,0,0,48,0,0,6,0,9,0,0
COM_36557,12,0,0,0,0,0,0,5,4,3,0,0
COM_45287,0,0,0,0,0,0,24,18,0,2,0,0
COM_28089,0,0,0,0,0,0,14,14,0,0,0,0
COM_29558,1,0,0,0,0,0,9,16,0,3,0,0
COM_31959,0,0,1,0,0,8,0,28,0,0,0,0
COM_26909,15,0,0,0,0,0,0,18,0,1,0,0
COM_30060,0,0,0,0,7,0,0,1,0,17,0,0
COM_26596,1,5,0,0,0,0,0,0,0,0,0,0
COM_32503,1,6,0,0,0,0,0,0,0,0,0,0
COM_26705,5,0,0,1,31,1,3,17,1,20,0,0
COM_29208,1,0,2,0,0,24,0,9,0,0,0,0
COM_27641,2,0,0,0,0,31,0,21,0,0,0,0
COM_28248,7,0,2,0,0,34,0,41,1,0,0,0
COM_31301,3,0,1,0,0,45,0,40,0,0,0,0
COM_31571,1,0,0,2,0,13,0,28,0,0,0,0
COM_36458,0,0,0,0,0,0,0,55,0,0,0,0
COM_28649,3,0,0,0,0,0,5,5,0,0,0,0
COM_32674,2,4,0,0,0,0,0,0,0,0,0,0
COM_26917,18,0,0,0,0,0,0,2,0,0,0,0
COM_31786,6,0,5,3,0,4,0,17,0,0,0,0
COM_36659,0,0,1,0,0,0,58,40,0,1,0,0
COM_24891,1,0,1,0,10,0,0,0,0,3,0,0
COM_27970,0,0,1,0,0,13,0,30,0,0,0,0
COM_28471,1,0,0,0,0,34,0,28,0,0,0,0
COM_30254,6,0,1,0,0,10,0,24,0,3,0,0
COM_31756,0,0,0,0,0,8,0,32,0,1,0,0
COM_32211,0,0,1,0,0,17,0,37,0,1,0,0
COM_29240,3,0,0,0,0,0,0,0,0,2,9,0
COM_44323,0,0,42,0,0,1,1,56,0,0,0,0
COM_28192,22,0,0,0,6,1,3,10,3,9,0,0
COM_31709,22,0,1,0,0,0,12,11,9,41,0,0
COM_27783,5,5,0,0,0,0,0,0,0,0,0,0
COM_27091,3,0,1,0,0,21,0,12,0,0,0,0
COM_32149,4,0,0,0,90,1,1,19,2,29,0,0
COM_27943,4,0,2,0,0,0,0,17,0,0,0,0
COM_28880,2,0,5,1,0,0,0,12,0,0,0,0
COM_30887,3,0,0,0,0,20,0,49,0,0,0,0
COM_29358,34,0,0,0,0,0,0,12,1,3,0,0
COM_28622,0,0,0,0,0,0,0,35,0,0,0,0
COM_30913,32,0,0,0,0,5,0,16,0,0,0,0
COM_29970,2,0,0,0,0,14,0,14,0,0,0,0
COM_28884,6,0,2,0,0,4,0,15,0,3,0,0
COM_29273,8,0,0,0,0,7,0,36,0,14,0,0
COM_37022,0,0,0,0,0,3,0,12,0,0,0,0
COM_27628,1,5,0,0,0,0,0,0,0,0,0,0
COM_26931,9,0,2,0,38,6,0,20,0,20,0,0
COM_49821,0,0,0,0,13,0,0,4,0,3,0,0
COM_31092,0,0,0,0,0,5,0,7,0,0,0,0
COM_27782,0,0,1,0,0,10,0,5,0,0,0,0
COM_2608,2,0,0,0,3,0,0,0,0,0,0,0
COM_32011,5,0,0,0,0,2,0,0,0,1,0,0
COM_30863,3,0,1,0,0,0,0,9,1,10,1,0
COM_26239,5,0,0,0,0,0,0,0,0,2,5,0
COM_27924,52,0,0,0,0,0,0,7,0,1,0,0
COM_30505,0,0,20,0,0,5,0,51,0,1,0,0
COM_28589,2,0,0,0,0,1,1,23,0,10,0,0
COM_30868,47,0,3,0,0,0,0,23,14,34,0,1
COM_26184,6,0,0,0,10,0,0,41,1,32,1,0
COM_28296,0,0,0,0,0,0,12,8,0,0,0,0
COM_29021,0,0,0,0,0,2,0,20,0,0,0,0
COM_30444,0,0,0,0,0,0,0,67,0,0,0,2
COM_30875,2,0,2,0,0,1,0,2,4,15,0,0
COM_32919,14,0,2,0,5,0,0,3,5,26,0,0
COM_14221,0,0,0,0,6,0,0,2,0,0,0,0
COM_27427,1,0,0,0,0,0,0,22,0,0,0,0
COM_30842,2,0,2,0,0,19,0,10,0,3,0,0
COM_26171,1,6,0,0,0,0,0,0,0,3,0,0
COM_48547,6,0,0,0,19,0,0,4,1,4,0,0
COM_30214,1,0,0,0,0,0,0,94,0,2,0,0
COM_11939,0,0,0,0,0,0,0,5,0,0,0,0
COM_30366,17,0,1,1,0,0,0,1,0,4,3,0
COM_31818,0,12,0,0,0,0,0,0,0,0,0,0
COM_29481,0,0,1,0,0,30,0,19,0,0,0,0
COM_33033,1,0,6,0,0,35,0,42,0,0,0,0
COM_33622,63,0,7,0,33,0,5,30,11,93,0,0
COM_28001,0,11,0,0,0,0,0,0,0,0,0,0
COM_28002,0,11,0,0,0,0,0,0,0,0,0,0
COM_27353,28,0,1,0,9,2,1,37,8,28,0,0
COM_25235,13,0,0,0,0,0,0,0,0,1,0,0
COM_49052,0,0,1,0,14,0,1,0,0,4,0,0
COM_26976,7,0,0,0,0,0,0,35,0,2,0,0
COM_34433,1,0,29,0,0,0,0,38,0,0,0,0
COM_27334,27,0,0,0,4,0,0,0,1,4,0,0
COM_36809,35,0,0,0,0,0,0,1,8,10,0,2
COM_43809,2,0,0,3,0,15,0,17,0,0,0,0
COM_31024,1,0,0,0,0,0,0,12,0,0,0,0
COM_31325,14,0,1,0,3,0,0,16,0,4,11,0
COM_24430,7,0,1,0,0,8,0,1,1,6,0,0
COM_25279,5,0,0,0,0,7,0,18,0,8,0,0
COM_32761,3,0,2,0,3,0,1,16,2,8,0,0
COM_29535,1,7,0,0,0,0,0,0,0,0,0,0
COM_34338,1,0,0,0,0,0,20,19,1,2,0,0
COM_40663,0,0,0,0,0,0,17,1,0,1,0,0
COM_31807,1,0,0,0,0,2,0,0,0,3,0,0
COM_30462,8,0,0,14,0,0,0,7,0,0,0,0
COM_32730,0,0,0,0,11,0,0,4,0,7,0,0
COM_27995,18,0,0,0,0,0,0,13,1,1,0,6
COM_36543,15,0,0,0,0,0,0,5,0,1,0,0
COM_11934,0,0,0,0,0,0,0,5,0,0,0,0
COM_26717,0,0,0,0,0,5,0,5,0,0,0,0
COM_27802,4,0,0,0,18,0,0,10,2,15,0,0
COM_36830,22,0,0,0,0,0,0,0,0,0,0,0
COM_19196,0,0,0,0,0,0,0,5,0,0,0,0
COM_26482,1,0,0,0,0,0,2,11,0,0,0,0
COM_26106,0,0,0,0,0,0,0,4,5,6,0,0
COM_30859,2,0,0,0,8,0,0,4,1,9,0,0
COM_30262,1,0,0,0,0,0,0,12,0,5,0,0
COM_27582,1,13,0,0,0,0,0,4,0,0,0,0
COM_28697,1,0,12,0,1,2,1,84,1,0,0,0
COM_29472,5,0,1,0,0,0,0,22,0,6,0,0
COM_27047,0,0,0,0,24,2,0,9,0,6,0,0
COM_29740,34,0,4,0,20,0,0,42,6,54,1,0
COM_30634,0,0,2,0,7,0,0,2,0,0,0,0
COM_32018,0,0,1,0,12,1,0,5,0,3,0,0
COM_26997,1,0,0,0,0,0,0,6,0,0,0,0
COM_27725,5,0,0,0,0,0,0,6,0,0,0,0
COM_31582,1,0,0,0,0,0,0,16,0,3,0,0
COM_31401,0,0,2,0,9,0,0,3,0,0,0,0
COM_33403,9,0,0,0,0,1,0,0,0,3,0,0
COM_28580,13,0,0,0,1,0,1,19,0,5,0,0
COM_26637,5,0,0,0,0,0,0,1,0,11,6,0
COM_27747,0,0,0,0,0,0,0,7,0,0,0,0
COM_33404,0,0,0,0,0,16,0,17,0,1,0,0
COM_25223,0,0,0,0,0,0,0,6,0,0,0,0
COM_26347,0,0,0,0,0,12,0,19,0,0,0,0
COM_33489,0,0,0,0,0,15,0,12,0,0,0,0
COM_25688,0,0,0,0,0,13,0,7,0,0,0,0
COM_31458,6,0,0,0,0,0,0,57,0,3,0,0
COM_27329,0,0,0,0,0,0,0,5,0,0,0,0
COM_26636,7,0,1,0,0,0,0,5,0,5,0,0
COM_46649,8,0,0,0,0,0,0,2,2,2,0,0
COM_42276,4,0,1,0,11,0,0,13,2,11,0,0
COM_29061,0,0,0,0,0,31,0,34,0,0,0,0
COM_29901,0,8,2,0,0,0,0,6,0,29,0,0
COM_28516,169,0,0,0,0,5,0,4,0,15,0,1
COM_25509,0,1,0,0,0,0,0,4,0,0,0,0
COM_48580,4,0,0,0,0,4,0,9,0,0,0,0
COM_40857,0,0,0,0,0,9,0,11,0,0,1,0
COM_27590,0,0,0,0,0,0,0,8,0,0,0,0
COM_1145,0,0,0,0,0,0,0,5,0,0,0,0
COM_15692,0,0,0,0,0,0,0,5,0,0,0,0
COM_16799,0,0,0,0,0,0,0,7,0,0,0,0
COM_19363,0,0,0,0,0,0,0,5,0,0,0,0
COM_19364,0,0,0,0,0,0,0,5,0,0,0,0
COM_19629,0,0,0,0,0,0,0,5,0,0,0,0
COM_25000,0,0,0,0,0,0,0,5,0,0,0,0
COM_25186,0,0,0,0,0,0,0,6,0,0,0,0
COM_3363,0,0,0,0,0,0,0,5,0,0,0,0
COM_962,0,0,0,0,0,0,0,5,0,0,0,0
COM_36898,103,1,1,0,0,4,0,22,2,11,0,5
COM_30722,1,0,1,0,0,0,0,6,17,0,0,0
COM_29629,16,0,0,0,0,0,0,10,0,2,0,0
COM_28590,7,0,0,0,1,0,0,18,1,9,0,0
COM_33918,29,0,0,0,0,0,0,0,1,3,3,0
COM_26274,2,0,0,0,0,0,0,1,1,16,0,0
COM_29721,43,0,1,0,1,0,0,18,5,29,2,0
COM_33155,5,0,0,0,4,0,0,16,1,11,0,0
COM_33463,0,0,0,0,2,0,0,11,0,0,0,0
COM_29786,2,0,1,0,0,14,0,18,1,0,1,0
COM_34369,0,0,2,0,0,0,1,12,0,0,0,0
COM_27340,85,0,0,0,0,3,2,8,1,15,0,0
COM_33157,0,0,2,0,0,0,0,6,2,0,0,0
COM_25550,106,1,0,0,0,2,0,6,0,9,0,1
COM_33303,0,0,0,0,0,6,0,2,0,1,0,0
COM_30958,17,0,1,8,1,0,0,34,2,7,0,0
COM_32803,6,0,0,0,1,1,0,11,0,19,0,0
COM_48036,14,0,7,0,27,3,1,14,4,14,0,0
COM_33171,0,0,0,0,0,0,4,13,1,0,0,0
COM_28914,9,0,0,1,15,0,0,4,0,13,0,0
COM_32364,0,0,9,0,0,0,0,21,0,0,0,0
COM_17162,0,0,0,0,0,0,0,5,0,0,0,0
COM_17163,0,0,0,0,0,0,0,5,0,0,0,0
COM_18449,0,0,0,0,0,0,0,5,0,0,0,0
COM_3224,0,0,0,0,0,0,0,5,0,0,0,0
COM_9574,0,0,0,0,0,0,0,5,0,0,0,0
COM_33286,0,0,1,0,0,50,0,35,0,1,0,0
COM_29324,23,0,0,0,0,0,3,0,0,18,23,0
COM_28112,1,0,0,0,0,0,0,12,0,0,0,0
COM_29797,1,0,0,0,0,0,0,21,0,4,0,0
COM_28504,1,0,1,0,0,49,0,21,0,1,0,0
COM_32327,0,0,0,0,0,0,0,14,0,0,0,0
COM_28393,0,2,0,0,0,0,0,0,0,8,0,0
COM_36627,0,0,0,0,0,0,0,9,0,1,0,0
COM_27267,0,11,0,0,0,0,0,0,0,0,0,0
COM_28656,10,2,0,0,0,0,0,14,0,7,0,0
COM_36919,0,0,1,0,0,0,3,12,0,1,0,0
COM_28400,3,1,1,0,0,0,0,6,0,0,0,0
COM_27874,0,0,1,0,0,5,0,24,0,0,0,0
COM_31030,0,0,1,0,0,7,0,23,0,0,0,0
COM_31910,0,0,1,0,0,10,0,13,0,0,0,0
COM_42158,0,0,0,0,0,0,3,28,0,0,0,0
COM_30056,1,0,2,0,0,0,0,15,0,0,0,1
COM_32160,0,0,0,0,0,35,0,38,0,0,0,0
COM_26845,0,0,0,3,0,28,0,44,0,1,0,0
COM_28415,2,0,0,0,0,8,0,7,0,0,0,0
COM_28733,2,0,1,0,5,1,0,6,0,1,0,0
COM_36499,6,0,1,0,29,2,2,3,0,8,0,0
COM_31342,3,0,0,2,0,0,0,9,0,0,0,0
COM_46749,31,0,0,0,0,0,0,25,1,1,0,0
COM_33969,0,0,0,0,0,14,0,19,0,2,0,0
COM_37044,3,0,0,0,0,1,0,24,0,3,0,0
COM_28875,3,0,0,1,0,0,0,24,0,0,0,0
COM_25319,0,0,0,0,6,0,0,2,1,9,0,0
COM_25658,45,0,0,0,0,0,0,13,0,1,0,0
COM_40475,0,0,0,0,0,16,0,8,0,0,0,0
COM_32633,5,0,2,0,9,1,3,8,3,18,1,0
COM_32433,0,0,0,0,0,19,0,20,0,0,0,0
COM_28490,4,0,0,0,0,0,0,5,0,0,0,0
COM_30919,0,0,0,0,0,0,9,14,0,3,0,0
COM_29424,0,0,0,0,0,0,0,7,0,2,7,0
COM_30018,17,0,0,1,0,0,0,4,0,11,3,0
COM_26671,8,0,0,0,0,0,0,6,0,0,0,0
COM_34345,0,0,0,0,0,0,0,9,0,0,0,0
COM_32201,1,0,0,0,0,2,0,20,0,0,0,0
COM_31577,3,0,0,0,0,14,0,28,0,0,0,0
COM_33991,0,0,0,0,0,11,0,9,0,1,0,0
COM_27220,0,0,0,0,0,0,0,10,0,1,0,0
COM_29858,3,7,0,0,0,0,0,0,0,0,0,0
COM_28086,2,0,1,0,0,47,0,25,0,0,0,0
COM_34174,0,0,0,0,0,22,0,9,0,0,0,0
COM_27951,0,5,0,0,0,0,0,4,0,0,0,0
COM_28849,14,0,2,0,0,0,0,13,1,13,1,0
COM_30461,0,0,0,0,3,0,0,0,0,4,0,0
COM_26248,0,0,0,0,11,0,0,1,0,0,0,0
COM_28611,0,0,0,0,0,0,0,6,0,0,0,0
COM_36699,0,0,0,0,0,0,0,6,0,0,0,0
COM_31951,0,0,7,0,0,33,0,41,0,0,0,0
COM_27931,2,0,4,0,0,2,0,45,0,1,0,0
COM_26415,21,0,0,0,0,0,0,4,0,21,12,1
COM_30921,4,0,0,1,1,1,0,20,1,4,0,0
COM_26406,1,0,0,0,0,0,0,5,0,28,5,0
COM_33490,0,0,0,3,0,14,0,26,0,0,0,0
COM_36519,0,0,0,0,0,0,0,34,0,0,0,0
COM_29745,2,0,1,8,0,0,0,100,0,0,0,0
COM_21253,2,0,0,0,3,0,0,0,0,0,0,0
COM_26220,0,0,3,2,0,1,0,19,0,0,0,0
COM_32213,6,0,0,0,0,0,0,52,0,1,0,0
